index,sid,text,normalized_text,polarity,file
402,-,بدین ترتیب فوکوس خودکار می تواند خیلی دقیق صورت گیرد.,بدین ترتیب فوکوس خودکار می تواند خیلی دقیق صورت گیرد.,2,data/extra/Fujifilm X-Pro1_Hosseini.xml
50,rev-51,بدین ترتیب فوکوس خودکار می تواند خیلی دقیق صورت گیرد.,بدین ترتیب فوکوس خودکار می تواند خیلی دقیق صورت گیرد.,2,data/main/Fujifilm X-Pro1.xml
2351,-,بدین ترتیب قابلیت‌های عکاسی در شب W630 بهتر از W670 است.,بدین ترتیب قابلیت های عکاسی در شب W630 بهتر از W670 است.,1,data/extra/Sony Cyber-Shot DSC-W630_Hosseini.xml
10,rev-11,بدین ترتیب قابلیت‌های عکاسی در شب W630 بهتر از W670 است.,بدین ترتیب قابلیت های عکاسی در شب W630 بهتر از W670 است.,1,data/main/Sony Cyber-Shot DSC-W630.xml
3355,-,بدین ترتیب که اگر در حال تایپ کردن در یک وسیله‌ی نقلیه باشید،  ممکن است در اثر تکان‌ها،  قسمت پایین کف دست شما مرتبا به تاچ پد برخورد کند و عمل کلیک انجام شود.,بدین ترتیب که اگر در حال تایپ کردن در یک وسیله ی نقلیه باشید، ممکن است در اثر تکان ها، قسمت پایین کف دست شما مرتبا به تاچ پد برخورد کند و عمل کلیک انجام شود.,0,data/extra/Asus X43SD_Hosseini.xml
25,rev-26,بدین ترتیب که اگر در حال تایپ کردن در یک وسیله‌ی نقلیه باشید،  ممکن است در اثر تکان‌ها،  قسمت پایین کف دست شما مرتبا به تاچ پد برخورد کند و عمل کلیک انجام شود.,بدین ترتیب که اگر در حال تایپ کردن در یک وسیله ی نقلیه باشید، ممکن است در اثر تکان ها، قسمت پایین کف دست شما مرتبا به تاچ پد برخورد کند و عمل کلیک انجام شود.,0,data/main/Asus X43SD.xml
3335,-,بدین ترتیب که هیچ گاه و حتی در زمان استفاده زیاد و استرس شدید بر روی لپ‌تاپ،  دمای قسمت استراحت مچ و صفحه کلید بالا نمی‌رود و همواره کاملا خنک است.,بدین ترتیب که هیچ گاه و حتی در زمان استفاده زیاد و استرس شدید بر روی لپ تاپ، دمای قسمت استراحت مچ و صفحه کلید بالا نمی رود و همواره کاملا خنک است.,1,data/extra/Asus X43SD_Hosseini.xml
5,rev-6,بدین ترتیب که هیچ گاه و حتی در زمان استفاده زیاد و استرس شدید بر روی لپ‌تاپ،  دمای قسمت استراحت مچ و صفحه کلید بالا نمی‌رود و همواره کاملا خنک است.,بدین ترتیب که هیچ گاه و حتی در زمان استفاده زیاد و استرس شدید بر روی لپ تاپ، دمای قسمت استراحت مچ و صفحه کلید بالا نمی رود و همواره کاملا خنک است.,1,data/main/Asus X43SD.xml
4058,-,بدین ترتیب که وقتی دوربین را بر روی این مود عکاسی قرار می‌دهید،  دوربین شما تبدیل به یک دوربین کاملا خودکار در عکاسی می‌شود.,بدین ترتیب که وقتی دوربین را بر روی این مود عکاسی قرار می دهید، دوربین شما تبدیل به یک دوربین کاملا خودکار در عکاسی می شود.,0,data/extra/Canon PowerShot A3400 IS_Hosseini.xml
32,rev-33,بدین ترتیب که وقتی دوربین را بر روی این مود عکاسی قرار می‌دهید،  دوربین شما تبدیل به یک دوربین کاملا خودکار در عکاسی می‌شود.,بدین ترتیب که وقتی دوربین را بر روی این مود عکاسی قرار می دهید، دوربین شما تبدیل به یک دوربین کاملا خودکار در عکاسی می شود.,0,data/main/Canon PowerShot A3400 IS.xml
8161,-,بدین صورت که تا به حال چنین صفحه‌کلید خوبی را بر روی هیچ تلفن همراهی مشاهده نکرده بودیم.,بدین صورت که تا به حال چنین صفحه کلید خوبی را بر روی هیچ تلفن همراهی مشاهده نکرده بودیم.,1,data/extra/Samsung Galaxy S II I9100 - 16GB_Hosseini.xml
94,rev-95,بدین صورت که تا به حال چنین صفحه‌کلید خوبی را بر روی هیچ تلفن همراهی مشاهده نکرده بودیم.,بدین صورت که تا به حال چنین صفحه کلید خوبی را بر روی هیچ تلفن همراهی مشاهده نکرده بودیم.,1,data/main/Samsung Galaxy S II I9100 - 16GB.xml
9764,-,بدین صورت که لنز در قسمت بالا و سمت راست قرار گرفته و عمل زوم کاملا داخلی صورت می‌گیرد.,بدین صورت که لنز در قسمت بالا و سمت راست قرار گرفته و عمل زوم کاملا داخلی صورت می گیرد.,0,data/extra/(Panasonic Lumix DMC-FT3 (TS3_Hosseini.xml
18,rev-19,بدین صورت که لنز در قسمت بالا و سمت راست قرار گرفته و عمل زوم کاملا داخلی صورت می‌گیرد.,بدین صورت که لنز در قسمت بالا و سمت راست قرار گرفته و عمل زوم کاملا داخلی صورت می گیرد.,0,data/main/(Panasonic Lumix DMC-FT3 (TS3.xml
3297,-,بدین صورت که کافی است دوربین را بر روی مود عکاسی Smart Auto قرار دهید و دکمه‌ی شاتر را بفشارید تا دوربین به طور خودکار بهترین و با کیفیت‌ترین عکس را تهیه کند.,بدین صورت که کافی است دوربین را بر روی مود عکاسی Smart Auto قرار دهید و دکمه ی شاتر را بفشارید تا دوربین به طور خودکار بهترین و با کیفیت ترین عکس را تهیه کند.,2,data/extra/(Canon IXUS 240 HS (PowerShot ELPH 320 HS_Hosseini.xml
14,rev-15,بدین صورت که کافی است دوربین را بر روی مود عکاسی Smart Auto قرار دهید و دکمه‌ی شاتر را بفشارید تا دوربین به طور خودکار بهترین و با کیفیت‌ترین عکس را تهیه کند.,بدین صورت که کافی است دوربین را بر روی مود عکاسی Smart Auto قرار دهید و دکمه ی شاتر را بفشارید تا دوربین به طور خودکار بهترین و با کیفیت ترین عکس را تهیه کند.,2,data/main/(Canon IXUS 240 HS (PowerShot ELPH 320 HS.xml
2724,-,بدین معنی که وقتی آن را بر روی مود Smart Auto می‌گذارید،  تبدیل به یک دوربین کاملا خودکار می‌شود،  کافی است که آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا بهترین و با کیفیت‌ترین عکس گرفته شود.,بدین معنی که وقتی آن را بر روی مود Smart Auto می گذارید، تبدیل به یک دوربین کاملا خودکار می شود، کافی است که آن را به سوی سوژه نشانه بروید و دکمه ی شاتر را بفشارید تا بهترین و با کیفیت ترین عکس گرفته شود.,2,data/extra/Samsung DV300F_Hosseini.xml
19,rev-20,بدین معنی که وقتی آن را بر روی مود Smart Auto می‌گذارید،  تبدیل به یک دوربین کاملا خودکار می‌شود،  کافی است که آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا بهترین و با کیفیت‌ترین عکس گرفته شود.,بدین معنی که وقتی آن را بر روی مود Smart Auto می گذارید، تبدیل به یک دوربین کاملا خودکار می شود، کافی است که آن را به سوی سوژه نشانه بروید و دکمه ی شاتر را بفشارید تا بهترین و با کیفیت ترین عکس گرفته شود.,2,data/main/Samsung DV300F.xml
3122,-,بر اساس اعلام کمپانی اپل، Siri به حدی هوشمند شده که می‌تواند بر اساس محلی که شما در آن قرار دارید، مکان‌های تفریحی نیز به شما پیشنهاد دهد!,بر اساس اعلام کمپانی اپل، Siri به حدی هوشمند شده که می تواند بر اساس محلی که شما در آن قرار دارید، مکان های تفریحی نیز به شما پیشنهاد دهد!,1,data/extra/Apple iPad mini WiFi-16GB.xml
90,rev-91,بر اساس اعلام کمپانی اپل،  Siri به حدی هوشمند شده که می‌تواند بر اساس محلی که شما در آن قرار دارید،  مکان‌های تفریحی نیز به شما پیشنهاد دهد!,بر اساس اعلام کمپانی اپل، Siri به حدی هوشمند شده که می تواند بر اساس محلی که شما در آن قرار دارید، مکان های تفریحی نیز به شما پیشنهاد دهد!,1,data/main/Apple iPhone 5 - 16GB.xml
